12/05-15:15:44.018259 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,39787,84,86016,0,0,29858,222
12/05-15:15:45.019445 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,15873,84,86016,8,0,29858,223
12/05-15:15:45.019520 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,39964,84,86016,0,0,29858,223
12/05-15:15:45.019558 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,39964,84,86016,0,0,29858,223
12/05-15:15:46.020838 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,16036,84,86016,8,0,29858,224
12/05-15:15:46.020912 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,39984,84,86016,0,0,29858,224
12/05-15:15:46.020951 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,39984,84,86016,0,0,29858,224
12/05-15:15:47.022134 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,16159,84,86016,8,0,29858,225
12/05-15:15:47.022207 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40190,84,86016,0,0,29858,225
12/05-15:15:47.022247 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40190,84,86016,0,0,29858,225
12/05-15:15:48.023374 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,16220,84,86016,8,0,29858,226
12/05-15:15:48.023444 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40261,84,86016,0,0,29858,226
12/05-15:15:48.023484 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40261,84,86016,0,0,29858,226
12/05-15:15:49.024471 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,16299,84,86016,8,0,29858,227
12/05-15:15:49.024542 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40441,84,86016,0,0,29858,227
12/05-15:15:49.024580 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40441,84,86016,0,0,29858,227
12/05-15:15:50.025760 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,16463,84,86016,8,0,29858,228
12/05-15:15:50.025832 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40506,84,86016,0,0,29858,228
12/05-15:15:50.025871 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40506,84,86016,0,0,29858,228
12/05-15:15:51.028612 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,16583,84,86016,8,0,29858,229
12/05-15:15:51.028685 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40528,84,86016,0,0,29858,229
12/05-15:15:51.028725 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40528,84,86016,0,0,29858,229
12/05-15:15:52.028830 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,16596,84,86016,8,0,29858,230
12/05-15:15:52.028906 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40754,84,86016,0,0,29858,230
12/05-15:15:52.028945 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40754,84,86016,0,0,29858,230
12/05-15:15:53.030186 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,16632,84,86016,8,0,29858,231
12/05-15:15:53.030260 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40757,84,86016,0,0,29858,231
12/05-15:15:53.030300 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40757,84,86016,0,0,29858,231
12/05-15:15:54.031918 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,16776,84,86016,8,0,29858,232
12/05-15:15:54.031988 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40807,84,86016,0,0,29858,232
12/05-15:15:54.032027 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40807,84,86016,0,0,29858,232
12/05-15:15:55.033537 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,16848,84,86016,8,0,29858,233
12/05-15:15:55.033619 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40848,84,86016,0,0,29858,233
12/05-15:15:55.033661 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40848,84,86016,0,0,29858,233
12/05-15:15:56.034834 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,17074,84,86016,8,0,29858,234
12/05-15:15:56.034905 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40874,84,86016,0,0,29858,234
12/05-15:15:56.034956 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,40874,84,86016,0,0,29858,234
12/05-15:15:57.036506 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,17180,84,86016,8,0,29858,235
12/05-15:15:57.036583 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41032,84,86016,0,0,29858,235
12/05-15:15:57.036624 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41032,84,86016,0,0,29858,235
12/05-15:15:57.049366 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56836,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7A,***AP***,0xFE5662A1,0x6141B073,,0x456,64,0,39128,108,110592,,,,
12/05-15:15:58.037824 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,17242,84,86016,8,0,29858,236
12/05-15:15:58.037898 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41039,84,86016,0,0,29858,236
12/05-15:15:58.037938 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41039,84,86016,0,0,29858,236
12/05-15:15:59.039066 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,17438,84,86016,8,0,29858,237
12/05-15:15:59.039139 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41079,84,86016,0,0,29858,237
12/05-15:15:59.039178 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41079,84,86016,0,0,29858,237
12/05-15:16:00.040442 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,17680,84,86016,8,0,29858,238
12/05-15:16:00.040539 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41211,84,86016,0,0,29858,238
12/05-15:16:00.040605 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41211,84,86016,0,0,29858,238
12/05-15:16:01.041728 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,17778,84,86016,8,0,29858,239
12/05-15:16:01.041803 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41341,84,86016,0,0,29858,239
12/05-15:16:01.041843 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41341,84,86016,0,0,29858,239
12/05-15:16:02.042966 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,17816,84,86016,8,0,29858,240
12/05-15:16:02.043040 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41562,84,86016,0,0,29858,240
12/05-15:16:02.043084 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41562,84,86016,0,0,29858,240
12/05-15:16:03.044206 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,18052,84,86016,8,0,29858,241
12/05-15:16:03.044279 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41582,84,86016,0,0,29858,241
12/05-15:16:03.044318 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41582,84,86016,0,0,29858,241
12/05-15:16:04.045474 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,18299,84,86016,8,0,29858,242
12/05-15:16:04.045548 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41818,84,86016,0,0,29858,242
12/05-15:16:04.045588 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41818,84,86016,0,0,29858,242
12/05-15:16:05.046719 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,18536,84,86016,8,0,29858,243
12/05-15:16:05.046796 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41860,84,86016,0,0,29858,243
12/05-15:16:05.046840 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41860,84,86016,0,0,29858,243
12/05-15:16:06.049671 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,18761,84,86016,8,0,29858,244
12/05-15:16:06.049740 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41998,84,86016,0,0,29858,244
12/05-15:16:06.049779 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,41998,84,86016,0,0,29858,244
12/05-15:16:07.049900 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,18775,84,86016,8,0,29858,245
12/05-15:16:07.049970 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42091,84,86016,0,0,29858,245
12/05-15:16:07.050013 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42091,84,86016,0,0,29858,245
12/05-15:16:07.600279 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56838,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7A,***AP***,0xABBD2B6D,0x997DD7A4,,0x482,64,0,61507,108,110592,,,,
12/05-15:16:08.051175 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,18894,84,86016,8,0,29858,246
12/05-15:16:08.051263 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42142,84,86016,0,0,29858,246
12/05-15:16:08.051323 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42142,84,86016,0,0,29858,246
12/05-15:16:09.052459 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,18915,84,86016,8,0,29858,247
12/05-15:16:09.052533 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42350,84,86016,0,0,29858,247
12/05-15:16:09.052578 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42350,84,86016,0,0,29858,247
12/05-15:16:10.052933 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,19104,84,86016,8,0,29858,248
12/05-15:16:10.053006 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42398,84,86016,0,0,29858,248
12/05-15:16:10.053045 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42398,84,86016,0,0,29858,248
12/05-15:16:11.054539 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,19115,84,86016,8,0,29858,249
12/05-15:16:11.054611 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42535,84,86016,0,0,29858,249
12/05-15:16:11.054651 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42535,84,86016,0,0,29858,249
12/05-15:16:12.055807 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,19191,84,86016,8,0,29858,250
12/05-15:16:12.055881 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42602,84,86016,0,0,29858,250
12/05-15:16:12.055920 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42602,84,86016,0,0,29858,250
12/05-15:16:12.514281 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.153,44978,64233184188,5228,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x42,***A****,0xAD3B243D,0xC52B0291,,0x196,64,0,40137,52,53248,,,,
12/05-15:16:12.560276 ,129,20,1,TCP session without 3-way handshake,TCP,64233184188,5228,192.168.1.153,44978,C4:EA:1D:17:4D:D4,00:24:9B:04:34:61,0x42,***A****,0xC52B0291,0xAD3B243E,,0x103,122,0,31358,52,53248,,,,
12/05-15:16:13.057213 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,19375,84,86016,8,0,29858,251
12/05-15:16:13.057288 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42632,84,86016,0,0,29858,251
12/05-15:16:13.057327 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42632,84,86016,0,0,29858,251
12/05-15:16:14.058400 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,19611,84,86016,8,0,29858,252
12/05-15:16:14.058455 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42636,84,86016,0,0,29858,252
12/05-15:16:14.058480 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42636,84,86016,0,0,29858,252
12/05-15:16:15.059548 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,19671,84,86016,8,0,29858,253
12/05-15:16:15.059620 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42641,84,86016,0,0,29858,253
12/05-15:16:15.059663 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42641,84,86016,0,0,29858,253
12/05-15:16:16.061113 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,19682,84,86016,8,0,29858,254
12/05-15:16:16.061186 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42839,84,86016,0,0,29858,254
12/05-15:16:16.061226 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,42839,84,86016,0,0,29858,254
12/05-15:16:17.079019 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,19764,84,86016,8,0,29858,255
12/05-15:16:17.079093 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,43003,84,86016,0,0,29858,255
12/05-15:16:17.079131 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,43003,84,86016,0,0,29858,255
12/05-15:16:18.064373 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,19854,84,86016,8,0,29858,256
12/05-15:16:18.064450 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,43067,84,86016,0,0,29858,256
12/05-15:16:18.064491 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,43067,84,86016,0,0,29858,256
12/05-15:16:19.065613 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,20084,84,86016,8,0,29858,257
12/05-15:16:19.065688 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,43140,84,86016,0,0,29858,257
12/05-15:16:19.065729 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,43140,84,86016,0,0,29858,257
12/05-15:16:20.066898 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,20137,84,86016,8,0,29858,258
12/05-15:16:20.066971 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,43153,84,86016,0,0,29858,258
12/05-15:16:20.067011 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,43153,84,86016,0,0,29858,258
12/05-15:16:21.068503 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,20214,84,86016,8,0,29858,259
12/05-15:16:21.068575 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,43255,84,86016,0,0,29858,259
12/05-15:16:21.068614 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,43255,84,86016,0,0,29858,259
12/05-15:16:22.068953 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,20337,84,86016,8,0,29858,260
12/05-15:16:22.069019 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,43437,84,86016,0,0,29858,260
12/05-15:16:22.069048 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,43437,84,86016,0,0,29858,260
12/05-15:16:23.070754 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,20391,84,86016,8,0,29858,261
12/05-15:16:23.070827 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,43670,84,86016,0,0,29858,261
12/05-15:16:23.070867 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.170,,192.168.1.151,,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x62,,,,,,64,0,43670,84,86016,0,0,29858,261
12/05-15:16:24.072009 ,1,10000001,1,ICMP test detected,ICMP,192.168.1.151,,192.168.1.170,,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x62,,,,,,64,0,20539,84,86016,8,0,29858,262
