12/05-15:10:45.977310 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9361ED,0xF271818F,,0x1F5,64,16,60900,88,90112,,,,
12/05-15:10:45.978106 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF271818F,0x4E936211,,0x5A4,64,16,9011,52,53248,,,,
12/05-15:10:46.184311 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x66,***AP***,0xF271818F,0x4E936211,,0x5A4,64,16,9012,88,90112,,,,
12/05-15:10:46.184311 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x66,***AP***,0xF271818F,0x4E936211,,0x5A4,64,16,9012,88,90112,,,,
12/05-15:10:46.184860 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E936211,0xF27181B3,,0x1F5,64,16,60901,88,90112,,,,
12/05-15:10:46.184860 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E936211,0xF27181B3,,0x1F5,64,16,60901,88,90112,,,,
12/05-15:10:46.184896 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E936211,0xF27181B3,,0x1F5,64,16,60901,88,90112,,,,
12/05-15:10:46.184896 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E936211,0xF27181B3,,0x1F5,64,16,60901,88,90112,,,,
12/05-15:10:46.185641 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E936235,,0x5A4,64,16,9013,52,53248,,,,
12/05-15:10:46.194652 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x9E,***AP***,0x4E936235,0xF27181B3,,0x1F5,64,16,60902,144,147456,,,,
12/05-15:10:46.194652 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x9E,***AP***,0x4E936235,0xF27181B3,,0x1F5,64,16,60902,144,147456,,,,
12/05-15:10:46.194735 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x9E,***AP***,0x4E936235,0xF27181B3,,0x1F5,64,16,60902,144,147456,,,,
12/05-15:10:46.194735 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x9E,***AP***,0x4E936235,0xF27181B3,,0x1F5,64,16,60902,144,147456,,,,
12/05-15:10:46.194992 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E936291,0xF27181B3,,0x1F5,64,16,60903,104,106496,,,,
12/05-15:10:46.194992 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E936291,0xF27181B3,,0x1F5,64,16,60903,104,106496,,,,
12/05-15:10:46.195014 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E936291,0xF27181B3,,0x1F5,64,16,60903,104,106496,,,,
12/05-15:10:46.195014 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E936291,0xF27181B3,,0x1F5,64,16,60903,104,106496,,,,
12/05-15:10:46.196464 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E936291,,0x5A4,64,16,9014,52,53248,,,,
12/05-15:10:46.196582 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E9362C5,,0x5A4,64,16,9015,52,53248,,,,
12/05-15:10:46.343879 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xDE,***AP***,0x4E9362C5,0xF27181B3,,0x1F5,64,16,60904,208,212992,,,,
12/05-15:10:46.343879 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xDE,***AP***,0x4E9362C5,0xF27181B3,,0x1F5,64,16,60904,208,212992,,,,
12/05-15:10:46.343931 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xDE,***AP***,0x4E9362C5,0xF27181B3,,0x1F5,64,16,60904,208,212992,,,,
12/05-15:10:46.343931 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xDE,***AP***,0x4E9362C5,0xF27181B3,,0x1F5,64,16,60904,208,212992,,,,
12/05-15:10:46.343952 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xF6,***AP***,0x4E936361,0xF27181B3,,0x1F5,64,16,60905,232,237568,,,,
12/05-15:10:46.343952 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xF6,***AP***,0x4E936361,0xF27181B3,,0x1F5,64,16,60905,232,237568,,,,
12/05-15:10:46.343970 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xF6,***AP***,0x4E936361,0xF27181B3,,0x1F5,64,16,60905,232,237568,,,,
12/05-15:10:46.343970 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xF6,***AP***,0x4E936361,0xF27181B3,,0x1F5,64,16,60905,232,237568,,,,
12/05-15:10:46.344004 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x1CE,***AP***,0x4E936415,0xF27181B3,,0x1F5,64,16,60906,448,196612,,,,
12/05-15:10:46.344004 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x1CE,***AP***,0x4E936415,0xF27181B3,,0x1F5,64,16,60906,448,196612,,,,
12/05-15:10:46.344026 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x1CE,***AP***,0x4E936415,0xF27181B3,,0x1F5,64,16,60906,448,196612,,,,
12/05-15:10:46.344026 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x1CE,***AP***,0x4E936415,0xF27181B3,,0x1F5,64,16,60906,448,196612,,,,
12/05-15:10:46.344047 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E9365A1,0xF27181B3,,0x1F5,64,16,60907,104,106496,,,,
12/05-15:10:46.344047 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E9365A1,0xF27181B3,,0x1F5,64,16,60907,104,106496,,,,
12/05-15:10:46.344062 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E9365A1,0xF27181B3,,0x1F5,64,16,60907,104,106496,,,,
12/05-15:10:46.344062 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E9365A1,0xF27181B3,,0x1F5,64,16,60907,104,106496,,,,
12/05-15:10:46.344088 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xFE,***AP***,0x4E9365D5,0xF27181B3,,0x1F5,64,16,60908,240,245760,,,,
12/05-15:10:46.344088 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xFE,***AP***,0x4E9365D5,0xF27181B3,,0x1F5,64,16,60908,240,245760,,,,
12/05-15:10:46.344106 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xFE,***AP***,0x4E9365D5,0xF27181B3,,0x1F5,64,16,60908,240,245760,,,,
12/05-15:10:46.344106 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xFE,***AP***,0x4E9365D5,0xF27181B3,,0x1F5,64,16,60908,240,245760,,,,
12/05-15:10:46.344127 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xA6,***AP***,0x4E936691,0xF27181B3,,0x1F5,64,16,60909,152,155648,,,,
12/05-15:10:46.344127 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xA6,***AP***,0x4E936691,0xF27181B3,,0x1F5,64,16,60909,152,155648,,,,
12/05-15:10:46.344143 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xA6,***AP***,0x4E936691,0xF27181B3,,0x1F5,64,16,60909,152,155648,,,,
12/05-15:10:46.344143 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xA6,***AP***,0x4E936691,0xF27181B3,,0x1F5,64,16,60909,152,155648,,,,
12/05-15:10:46.344190 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xDE,***AP***,0x4E9366F5,0xF27181B3,,0x1F5,64,16,60910,208,212992,,,,
12/05-15:10:46.344190 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xDE,***AP***,0x4E9366F5,0xF27181B3,,0x1F5,64,16,60910,208,212992,,,,
12/05-15:10:46.344207 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xDE,***AP***,0x4E9366F5,0xF27181B3,,0x1F5,64,16,60910,208,212992,,,,
12/05-15:10:46.344207 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xDE,***AP***,0x4E9366F5,0xF27181B3,,0x1F5,64,16,60910,208,212992,,,,
12/05-15:10:46.344230 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xBE,***AP***,0x4E936791,0xF27181B3,,0x1F5,64,16,60911,176,180224,,,,
12/05-15:10:46.344230 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xBE,***AP***,0x4E936791,0xF27181B3,,0x1F5,64,16,60911,176,180224,,,,
12/05-15:10:46.344246 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xBE,***AP***,0x4E936791,0xF27181B3,,0x1F5,64,16,60911,176,180224,,,,
12/05-15:10:46.344246 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xBE,***AP***,0x4E936791,0xF27181B3,,0x1F5,64,16,60911,176,180224,,,,
12/05-15:10:46.344273 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x166,***AP***,0x4E93680D,0xF27181B3,,0x1F5,64,16,60912,344,90116,,,,
12/05-15:10:46.344273 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x166,***AP***,0x4E93680D,0xF27181B3,,0x1F5,64,16,60912,344,90116,,,,
12/05-15:10:46.344292 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x166,***AP***,0x4E93680D,0xF27181B3,,0x1F5,64,16,60912,344,90116,,,,
12/05-15:10:46.344292 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x166,***AP***,0x4E93680D,0xF27181B3,,0x1F5,64,16,60912,344,90116,,,,
12/05-15:10:46.344314 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xEE,***AP***,0x4E936931,0xF27181B3,,0x1F5,64,16,60913,224,229376,,,,
12/05-15:10:46.344314 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xEE,***AP***,0x4E936931,0xF27181B3,,0x1F5,64,16,60913,224,229376,,,,
12/05-15:10:46.344337 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xEE,***AP***,0x4E936931,0xF27181B3,,0x1F5,64,16,60913,224,229376,,,,
12/05-15:10:46.344337 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xEE,***AP***,0x4E936931,0xF27181B3,,0x1F5,64,16,60913,224,229376,,,,
12/05-15:10:46.355637 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E936361,,0x5A4,64,16,9016,52,53248,,,,
12/05-15:10:46.355710 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x5EA,***A****,0x4E9369DD,0xF27181B3,,0x1F5,64,16,60914,1500,225300,,,,
12/05-15:10:46.355710 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x5EA,***A****,0x4E9369DD,0xF27181B3,,0x1F5,64,16,60914,1500,225300,,,,
12/05-15:10:46.355715 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x5EA,***A****,0x4E936F85,0xF27181B3,,0x1F5,64,16,60915,1500,225300,,,,
12/05-15:10:46.355715 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x5EA,***A****,0x4E936F85,0xF27181B3,,0x1F5,64,16,60915,1500,225300,,,,
12/05-15:10:46.355793 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E936415,,0x5A4,64,16,9017,52,53248,,,,
12/05-15:10:46.355811 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x5EA,***A****,0x4E93752D,0xF27181B3,,0x1F5,64,16,60916,1500,225300,,,,
12/05-15:10:46.355811 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x5EA,***A****,0x4E93752D,0xF27181B3,,0x1F5,64,16,60916,1500,225300,,,,
12/05-15:10:46.355814 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x5EA,***A****,0x4E937AD5,0xF27181B3,,0x1F5,64,16,60917,1500,225300,,,,
12/05-15:10:46.355814 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x5EA,***A****,0x4E937AD5,0xF27181B3,,0x1F5,64,16,60917,1500,225300,,,,
12/05-15:10:46.356324 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E9365A1,,0x5A4,64,16,9018,52,53248,,,,
12/05-15:10:46.356356 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x5EA,***A****,0x4E93807D,0xF27181B3,,0x1F5,64,16,60918,1500,225300,,,,
12/05-15:10:46.356356 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x5EA,***A****,0x4E93807D,0xF27181B3,,0x1F5,64,16,60918,1500,225300,,,,
12/05-15:10:46.356360 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x5EA,***A****,0x4E938625,0xF27181B3,,0x1F5,64,16,60919,1500,225300,,,,
12/05-15:10:46.356360 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x5EA,***A****,0x4E938625,0xF27181B3,,0x1F5,64,16,60919,1500,225300,,,,
12/05-15:10:46.356390 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E9365D5,,0x5A4,64,16,9019,52,53248,,,,
12/05-15:10:46.356407 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x30E,***AP***,0x4E938BCD,0xF27181B3,,0x1F5,64,16,60920,768,12,,,,
12/05-15:10:46.356407 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x30E,***AP***,0x4E938BCD,0xF27181B3,,0x1F5,64,16,60920,768,12,,,,
12/05-15:10:46.356417 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E936691,,0x5A4,64,16,9020,52,53248,,,,
12/05-15:10:46.356425 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E9366F5,,0x5A4,64,16,9021,52,53248,,,,
12/05-15:10:46.356432 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E936791,,0x5A4,64,16,9022,52,53248,,,,
12/05-15:10:46.356441 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E93680D,,0x5A4,64,16,9023,52,53248,,,,
12/05-15:10:46.356473 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E936931,,0x5A4,64,16,9024,52,53248,,,,
12/05-15:10:46.356484 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E9369DD,,0x5A4,64,16,9025,52,53248,,,,
12/05-15:10:46.356844 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E936F85,,0x5A4,64,16,9026,52,53248,,,,
12/05-15:10:46.357670 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E93752D,,0x5A4,64,16,9027,52,53248,,,,
12/05-15:10:46.357723 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E937AD5,,0x59B,64,16,9028,52,53248,,,,
12/05-15:10:46.358957 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E938625,,0x5A4,64,16,9029,52,53248,,,,
12/05-15:10:46.360395 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27181B3,0x4E938E99,,0x5A4,64,16,9030,52,53248,,,,
12/05-15:10:47.599766 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56838,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7A,***AP***,0xABBD20CD,0x997DC4A7,,0x440,64,0,61424,108,110592,,,,
12/05-15:10:47.874679 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E938E99,0xF27181B3,,0x1F5,64,16,60921,104,106496,,,,
12/05-15:10:47.874679 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E938E99,0xF27181B3,,0x1F5,64,16,60921,104,106496,,,,
12/05-15:10:47.874750 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E938E99,0xF27181B3,,0x1F5,64,16,60921,104,106496,,,,
12/05-15:10:47.874750 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x76,***AP***,0x4E938E99,0xF27181B3,,0x1F5,64,16,60921,104,106496,,,,
12/05-15:10:47.874765 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x7E,***AP***,0x4E938ECD,0xF27181B3,,0x1F5,64,16,60922,112,114688,,,,
12/05-15:10:47.874765 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x7E,***AP***,0x4E938ECD,0xF27181B3,,0x1F5,64,16,60922,112,114688,,,,
12/05-15:10:47.874798 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x7E,***AP***,0x4E938ECD,0xF27181B3,,0x1F5,64,16,60922,112,114688,,,,
12/05-15:10:47.874798 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x7E,***AP***,0x4E938ECD,0xF27181B3,,0x1F5,64,16,60922,112,114688,,,,
12/05-15:10:47.874828 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xCE,***AP***,0x4E938F09,0xF27181B3,,0x1F5,64,16,60923,192,196608,,,,
12/05-15:10:47.874828 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xCE,***AP***,0x4E938F09,0xF27181B3,,0x1F5,64,16,60923,192,196608,,,,
12/05-15:10:47.874866 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xCE,***AP***,0x4E938F09,0xF27181B3,,0x1F5,64,16,60923,192,196608,,,,
12/05-15:10:47.874866 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xCE,***AP***,0x4E938F09,0xF27181B3,,0x1F5,64,16,60923,192,196608,,,,
